RAW DATA,,,,,,,,,,,,,,,,,,,
Cluster Size,,1 (Uniform),2 (Uniform),3 (Uniform),6 (Uniform),1 (Weighted),2 (Weighted),3 (Weighted),6 (Weighted),,Cluster Size,1 (Uniform),2 (Uniform),3 (Uniform),6 (Uniform),1 (Weighted),2 (Weighted),3 (Weighted),6 (Weighted)
,,4,3,4,3,6.00,3,3,3,,,,,,,,,,
,,5,4,3,3,7.00,6,5,6,,,,,,,,,,
,,7,5,5,10,10.00,6,4,5,,,,,,,,,,
,,9,7,7,8,8.00,8,9,6,,,,,,,,,,
,,3,6,7,9,7.00,6,5,3,,,,,,,,,,
,,5,2,4,2,5.00,7,3,4,,,,,,,,,,
,,6,4,7,6,7.00,6,5,6,,,,,,,,,,
,,9,8,9,10,12.00,10,7,5,,,,,,,,,,
,,6,5,7,3,5.00,6,6,8,,,,,,,,,,
,,7,4,6,7,5.00,7,5,5,,,,,,,,,,
,,4,4,1,6,8.00,3,1,4,,,,,,,,,,
,,7,5,9,7,7.00,6,4,9,,,,,,,,,,
,,5,6,5,8,8.00,5,5,5,,,,,,,,,,
,,7,7,6,7,9.00,10,6,8,,,,,,,,,,
,,5,6,8,6,4.00,5,5,7,,,,,,,,,,
,,5,5,3,5,4.00,5,4,4,,,,,,,,,,
,,5,7,8,4,5.00,7,5,1,,,,,,,,,,
,,6,6,4,6,7.00,4,2,2,,,,,,,,,,
,,6,5,6,5,6.00,6,5,4,,,,,,,,,,
,,5,7,4,8,8.00,10,4,5,,,,,,,,,,
,,6,3,9,7,7.00,3,3,8,,,,,,,,,,
,,5,5,6,3,6.00,3,4,4,,,,,,,,,,
,,6,4,7,6,8.00,6,5,4,,,,,,,,,,
,,7,4,8,5,8.00,6,7,6,,,,,,,,,,
,,8,7,5,7,8.00,5,4,5,,,,,,,,,,
,,4,3,10,3,4.00,5,3,8,,,,,,,,,,
,,6,5,4,7,5.00,5,1,4,,,,,,,,,,
,,3,3,3,2,4.00,3,5,5,,,,,,,,,,
,,9,6,5,10,11.00,9,8,8,,,,,,,,,,
,,4,4,4,6,4.00,5,5,5,,,,,,,,,,
,,7,1,4,1,4.00,3,2,6,,,,,,,,,,
,,4,2,6,4,5.00,4,4,3,,,,,,,,,,
,,10,5,7,9,9.00,6,5,9,,,,,,,,,,
,,4,8,5,5,6.00,5,2,6,,,,,,,,,,
,,4,5,3,5,5.00,8,3,3,,,,,,,,,,
,,7,4,6,4,7.00,4,2,5,,,,,,,,,,
,,5,7,5,2,7.00,7,5,5,,,,,,,,,,
,,8,4,6,6,8.00,7,7,7,,,,,,,,,,
,,5,7,3,4,7.00,5,4,7,,,,,,,,,,
,,5,5,3,2,6.00,2,3,7,,,,,,,,,,
,,7,7,6,7,6.00,5,5,6,,,,,,,,,,
,,5,4,6,7,9.00,5,4,6,,,,,,,,,,
,,7,6,7,9,7.00,5,7,5,,,,,,,,,,
,,3,4,2,2,4.00,4,3,5,,,,,,,,,,
,,6,5,6,5,7.00,6,4,5,,,,,,,,,,
,,3,3,6,6,7.00,3,4,2,,,,,,,,,,
,,7,5,7,6,7.00,6,5,7,,,,,,,,,,
,,9,3,8,7,10.00,7,5,6,,,,,,,,,,
,,7,4,4,6,7.00,4,4,5,,,,,,,,,,
,,6,5,6,4,7.00,4,3,7,,,,,,,,,,
,,6,5,9,7,9.00,10,6,7,,,,,,,,,,
,,4,4,4,6,4.00,5,4,2,,,,,,,,,,
,,6,2,5,5,7.00,6,7,5,,,,,,,,,,
,,4,5,5,4,5.00,7,3,4,,,,,,,,,,
,,5,3,3,5,3.00,4,4,4,,,,,,,,,,
,,8,6,7,8,10.00,6,5,8,,,,,,,,,,
,,6,4,4,3,4.00,4,5,4,,,,,,,,,,
,,4,4,6,5,6.00,8,4,4,,,,,,,,,,
,,9,4,7,7,9.00,7,5,6,,,,,,,,,,
,,6,8,8,6,6.00,8,8,7,,,,,,,,,,
,,7,3,6,8,9.00,4,6,6,,,,,,,,,,
,,8,11,9,9,10.00,8,6,8,,,,,,,,,,
,,4,7,4,8,6.00,4,4,6,,,,,,,,,,
,,4,4,4,3,3.00,4,5,6,,,,,,,,,,
,,5,2,5,5,9.00,5,1,3,,,,,,,,,,
,,6,4,5,6,5.00,4,2,4,,,,,,,,,,
,,8,4,5,6,7.00,6,3,6,,,,,,,,,,
,,6,5,6,5,9.00,7,4,6,,,,,,,,,,
,,7,3,7,7,7.00,8,4,7,,,,,,,,,,
,,5,5,9,6,9.00,8,7,7,,,,,,,,,,
,,7,5,5,1,6.00,5,3,6,,,,,,,,,,
,,6,6,7,5,9.00,5,5,6,,,,,,,,,,
,,9,6,7,4,8.00,5,5,4,,,,,,,,,,
,,5,5,6,6,7.00,5,4,6,,,,,,,,,,
,,4,6,8,3,5.00,6,5,4,,,,,,,,,,
,,4,6,8,8,6.00,6,5,4,,,,,,,,,,
,,7,7,7,9,8.00,5,4,6,,,,,,,,,,
,,8,6,7,5,8.00,7,6,3,,,,,,,,,,
,,2,3,2,5,4.00,1,2,3,,,,,,,,,,
,,8,6,7,7,9.00,8,3,9,,,,,,,,,,
,,7,4,6,5,9.00,5,4,4,,,,,,,,,,
,,4,7,7,6,5.00,5,3,4,,,,,,,,,,
,,6,7,10,7,9.00,8,6,10,,,,,,,,,,
,,6,5,6,6,7.00,6,6,7,,,,,,,,,,
,,8,5,7,7,9.00,5,8,8,,,,,,,,,,
,,6,3,5,4,4.00,4,6,5,,,,,,,,,,
,,7,5,7,9,11.00,5,3,8,,,,,,,,,,
,,8,7,4,8,7.00,8,6,6,,,,,,,,,,
,,5,5,7,4,9.00,6,5,7,,,,,,,,,,
,,6,4,6,7,5.00,7,4,4,,,,,,,,,,
,,7,6,8,10,8.00,8,8,4,,,,,,,,,,
,,4,5,5,7,8.00,5,5,6,,,,,,,,,,
,,6,4,5,7,8.00,6,4,4,,,,,,,,,,
,,7,5,6,6,9.00,7,6,8,,,,,,,,,,
,,6,4,5,5,8.00,5,5,5,,,,,,,,,,
,,3,2,5,5,6.00,4,3,6,,,,,,,,,,
,,2,3,5,3,6.00,4,3,5,,,,,,,,,,
,,4,4,2,3,5.00,5,2,7,,,,,,,,,,
,,4,4,8,3,4.00,3,7,4,,,,,,,,,,
,,8,6,5,2,7.00,4,4,3,,,,,,,,,,
,,6,4,4,5,5.00,2,4,3,,,,,,,,,,
,,8,6,8,9,11.00,9,6,7,,,,,,,,,,
,,7,2,6,0,8.00,5,5,5,,,,,,,,,,
,,8,8,7,6,9.00,6,9,4,,,,,,,,,,
,,6,5,7,7,7.00,8,4,5,,,,,,,,,,
,,4,6,5,8,9.00,5,3,6,,,,,,,,,,
,,5,2,7,7,8.00,3,4,5,,,,,,,,,,
,,5,4,5,8,3.00,6,2,4,,,,,,,,,,
,,6,2,5,0,4.00,5,2,4,,,,,,,,,,
,,8,7,5,8,7.00,8,8,7,,,,,,,,,,
,,4,3,3,3,6.00,4,3,4,,,,,,,,,,
,,10,7,10,7,6.00,9,3,4,,,,,,,,,,
,,5,5,5,6,6.00,3,1,5,,,,,,,,,,
,,8,5,4,8,7.00,4,7,4,,,,,,,,,,
,,6,4,8,4,9.00,5,3,4,,,,,,,,,,
,,4,2,5,4,6.00,2,4,3,,,,,,,,,,
,,5,4,7,5,6.00,6,4,3,,,,,,,,,,
,,8,6,4,5,9.00,9,6,6,,,,,,,,,,
,,7,6,6,3,8.00,5,3,5,,,,,,,,,,
,,6,5,6,4,6.00,4,1,3,,,,,,,,,,
,,4,2,2,4,2.00,1,1,3,,,,,,,,,,
,,7,5,7,7,7.00,6,5,7,,,,,,,,,,
,,7,5,10,6,8.00,5,3,8,,,,,,,,,,
,,9,6,8,8,9.00,8,6,9,,,,,,,,,,
,,4,4,5,4,5.00,3,4,4,,,,,,,,,,
,,5,4,3,1,7.00,3,5,3,,,,,,,,,,
,,4,4,7,6,4.00,5,4,4,,,,,,,,,,
,,5,3,5,0,5.00,4,4,6,,,,,,,,,,
,,8,7,7,7,9.00,7,4,8,,,,,,,,,,
,,7,5,8,4,8.00,7,7,6,,,,,,,,,,
,,6,4,7,3,5.00,5,2,7,,,,,,,,,,
,,4,7,6,6,6.00,3,3,6,,,,,,,,,,
,,6,3,8,7,7.00,5,5,5,,,,,,,,,,
,,8,5,9,6,7.00,7,7,6,,,,,,,,,,
,,5,6,2,5,4.00,2,1,3,,,,,,,,,,
,,5,4,4,5,7.00,10,3,9,,,,,,,,,,
,,6,5,8,8,8.00,7,5,7,,,,,,,,,,
,,5,6,7,7,8.00,5,4,4,,,,,,,,,,
,,5,4,6,5,6.00,4,6,8,,,,,,,,,,
,,5,4,8,4,9.00,7,5,7,,,,,,,,,,
,,7,8,5,6,8.00,9,2,5,,,,,,,,,,
,,11,8,12,7,12.00,8,8,7,,,,,,,,,,
,,8,10,9,11,13.00,10,7,6,,,,,,,,,,
,,6,3,5,6,8.00,5,5,3,,,,,,,,,,
,,8,4,7,5,10.00,6,6,7,,,,,,,,,,
,,8,3,5,4,5.00,6,6,4,,,,,,,,,,
,,4,7,7,3,4.00,5,2,6,,,,,,,,,,
,,6,6,4,5,8.00,8,6,4,,,,,,,,,,
,,5,5,2,3,5.00,5,3,4,,,,,,,,,,
,,7,8,7,8,8.00,6,5,10,,,,,,,,,,
,,5,6,8,6,7.00,7,4,4,,,,,,,,,,
,,6,5,4,7,8.00,7,4,6,,,,,,,,,,
,,5,3,7,7,7.00,5,4,5,,,,,,,,,,
,,7,6,8,8,7.00,8,1,6,,,,,,,,,,
,,7,7,4,6,6.00,4,5,8,,,,,,,,,,
,,6,5,8,5,11.00,8,4,6,,,,,,,,,,
,,4,4,5,3,6.00,3,4,6,,,,,,,,,,
,,4,4,6,5,7.00,2,6,9,,,,,,,,,,
,,5,4,5,8,5.00,5,5,5,,,,,,,,,,
,,5,3,5,5,6.00,3,3,4,,,,,,,,,,
,,9,8,8,8,10.00,8,7,9,,,,,,,,,,
,,7,4,9,6,7.00,8,7,6,,,,,,,,,,
,,5,5,2,6,5.00,3,4,4,,,,,,,,,,
,,4,4,5,6,5.00,1,2,4,,,,,,,,,,
,,5,4,5,5,8.00,4,4,5,,,,,,,,,,
,,5,6,6,7,8.00,5,4,6,,,,,,,,,,
,,8,5,7,6,9.00,8,5,6,,,,,,,,,,
,,8,4,5,5,9.00,5,3,6,,,,,,,,,,
,,7,5,6,7,7.00,4,4,5,,,,,,,,,,
,,7,5,7,7,9.00,8,5,5,,,,,,,,,,
,,5,6,6,5,8.00,4,5,6,,,,,,,,,,
,,6,7,8,5,9.00,5,3,4,,,,,,,,,,
,,6,6,8,7,5.00,4,4,6,,,,,,,,,,
,,3,2,3,5,4.00,4,1,5,,,,,,,,,,
,,6,4,4,5,6.00,7,5,3,,,,,,,,,,
,,6,4,7,3,6.00,4,4,3,,,,,,,,,,
,,3,3,6,2,3.00,1,3,2,,,,,,,,,,
,,3,4,3,6,6.00,5,5,4,,,,,,,,,,
,,8,5,10,6,9.00,8,6,6,,,,,,,,,,
,,5,1,2,2,4.00,4,3,3,,,,,,,,,,
,,3,4,2,2,5.00,2,3,2,,,,,,,,,,
,,6,5,5,6,5.00,2,4,4,,,,,,,,,,
,,7,5,6,4,7.00,3,2,3,,,,,,,,,,
,,4,2,3,2,6.00,3,3,4,,,,,,,,,,
,,4,2,5,6,5.00,5,4,6,,,,,,,,,,
,,4,3,4,5,6.00,6,4,3,,,,,,,,,,
,,5,3,6,3,5.00,3,2,3,,,,,,,,,,
,,7,7,6,8,8.00,6,4,7,,,,,,,,,,
,,8,5,6,8,8.00,5,2,5,,,,,,,,,,
,,3,4,6,7,7.00,6,7,4,,,,,,,,,,
,,5,5,7,6,4.00,6,4,5,,,,,,,,,,
,,3,3,4,3,4.00,4,4,2,,,,,,,,,,
,,9,10,11,7,9.00,11,6,9,,,,,,,,,,
,,5,5,6,3,7.00,4,3,6,,,,,,,,,,
,,8,5,3,5,9.00,4,3,7,,,,,,,,,,
,,4,5,8,7,6.00,5,4,8,,,,,,,,,,
,,9,6,5,6,10.00,9,9,9,,,,,,,,,,
,,9,6,8,6,11.00,5,5,6,,,,,,,,,,
,,9,4,6,8,8.00,5,4,7,,,,,,,,,,
,,7,5,6,8,8.00,8,7,6,,,,,,,,,,
,,4,1,5,2,6.00,3,5,3,,,,,,,,,,
,,6,3,6,7,6.00,3,4,6,,,,,,,,,,
,,9,6,4,6,10.00,5,4,6,,,,,,,,,,
,,5,7,7,6,5.00,7,7,8,,,,,,,,,,
,,5,5,5,2,7.00,5,3,5,,,,,,,,,,
,,3,6,6,7,5.00,5,4,4,,,,,,,,,,
,,6,5,6,6,5.00,6,4,5,,,,,,,,,,
,,5,3,2,5,5.00,2,3,4,,,,,,,,,,
,,5,5,4,7,6.00,4,4,8,,,,,,,,,,
,,6,2,6,6,2.00,4,3,6,,,,,,,,,,
,,4,2,2,5,5.00,1,3,3,,,,,,,,,,
,,5,4,3,7,7.00,4,5,4,,,,,,,,,,
,,5,6,8,3,7.00,6,3,5,,,,,,,,,,
,,7,7,5,6,6.00,4,5,6,,,,,,,,,,
,,6,5,5,5,10.00,6,5,7,,,,,,,,,,
,,7,8,8,4,8.00,8,4,6,,,,,,,,,,
,,6,5,7,4,10.00,8,4,6,,,,,,,,,,
,,5,5,4,3,4.00,3,3,4,,,,,,,,,,
,,4,5,5,7,3.00,1,3,3,,,,,,,,,,
,,7,4,9,5,9.00,7,7,7,,,,,,,,,,
,,7,6,6,6,8.00,6,3,5,,,,,,,,,,
,,4,4,7,3,8.00,7,3,5,,,,,,,,,,
,,6,5,8,8,6.00,6,6,4,,,,,,,,,,
,,8,3,6,4,10.00,9,5,6,,,,,,,,,,
,,8,5,8,11,9.00,9,4,7,,,,,,,,,,
,,7,5,5,8,8.00,7,5,6,,,,,,,,,,
,,6,5,5,6,6.00,6,4,8,,,,,,,,,,
,,7,3,6,6,5.00,5,5,5,,,,,,,,,,
,,5,3,5,6,5.00,3,3,6,,,,,,,,,,
,,7,7,7,10,7.00,7,9,6,,,,,,,,,,
,,4,7,7,8,9.00,6,6,6,,,,,,,,,,
,,7,7,8,8,7.00,4,4,6,,,,,,,,,,
,,9,8,8,7,7.00,8,5,7,,,,,,,,,,
,,5,3,6,5,5.00,3,3,6,,,,,,,,,,
,,8,6,9,8,7.00,8,5,8,,,,,,,,,,
,,6,5,6,6,8.00,4,4,4,,,,,,,,,,
,,6,5,7,6,8.00,8,5,5,,,,,,,,,,
,,2,3,9,6,8.00,2,5,3,,,,,,,,,,
,,6,5,7,8,7.00,3,7,4,,,,,,,,,,
,,10,8,6,6,9.00,7,7,10,,,,,,,,,,
,,3,4,5,5,5.00,2,5,4,,,,,,,,,,
,,5,6,8,5,7.00,7,5,2,,,,,,,,,,
,,4,2,4,4,5.00,4,4,4,,,,,,,,,,
,,7,5,10,6,7.00,5,5,5,,,,,,,,,,
,,6,6,7,5,8.00,7,5,4,,,,,,,,,,
,,4,3,5,4,5.00,3,4,3,,,,,,,,,,
,,7,4,5,7,8.00,5,6,5,,,,,,,,,,
,,10,5,11,8,9.00,8,5,5,,,,,,,,,,
,,8,4,5,6,6.00,4,3,6,,,,,,,,,,
,,8,4,5,6,6.00,6,4,4,,,,,,,,,,
,,5,5,5,5,7.00,5,1,6,,,,,,,,,,
,,4,4,4,2,3.00,5,2,3,,,,,,,,,,
,,6,3,7,6,8.00,4,3,4,,,,,,,,,,
,,5,4,8,7,4.00,4,5,5,,,,,,,,,,
,,7,7,5,6,9.00,7,5,5,,,,,,,,,,
,,9,6,8,7,8.00,7,8,7,,,,,,,,,,
,,8,7,9,9,7.00,4,3,5,,,,,,,,,,
,,7,5,6,7,7.00,4,4,8,,,,,,,,,,
,,6,3,4,7,5.00,6,4,5,,,,,,,,,,
,,5,4,3,5,6.00,5,5,3,,,,,,,,,,
,,6,10,8,8,7.00,5,5,3,,,,,,,,,,
,,4,4,4,4,6.00,3,2,3,,,,,,,,,,
,,7,4,5,6,6.00,8,6,6,,,,,,,,,,
,,6,5,7,5,6.00,5,4,2,,,,,,,,,,
,,7,5,6,8,8.00,5,5,6,,,,,,,,,,
,,4,4,6,2,6.00,6,4,5,,,,,,,,,,
,,4,3,6,4,4.00,5,3,3,,,,,,,,,,
,,5,3,5,7,6.00,5,5,3,,,,,,,,,,
,,5,3,3,4,6.00,4,2,4,,,,,,,,,,
,,6,3,4,5,8.00,7,3,6,,,,,,,,,,
,,4,4,7,5,6.00,5,3,5,,,,,,,,,,
,,8,6,5,5,8.00,5,6,4,,,,,,,,,,
,,6,6,7,8,6.00,5,6,4,,,,,,,,,,
,,7,5,4,5,7.00,4,5,8,,,,,,,,,,
,,5,4,7,8,8.00,7,8,7,,,,,,,,,,
,,6,5,6,7,9.00,8,5,6,,,,,,,,,,
,,6,6,5,7,7.00,5,6,5,,,,,,,,,,
,,7,4,10,5,11.00,7,7,7,,,,,,,,,,
,,4,3,5,7,7.00,4,5,6,,,,,,,,,,
,,8,3,5,5,9.00,8,8,9,,,,,,,,,,
,,5,5,5,3,4.00,2,4,3,,,,,,,,,,
,,9,5,6,4,7.00,4,4,6,,,,,,,,,,
,,6,2,5,4,7.00,4,5,6,,,,,,,,,,
,,6,2,2,5,8.00,4,3,4,,,,,,,,,,
,,6,7,7,5,7.00,4,4,4,,,,,,,,,,
,,4,3,4,4,4.00,4,6,2,,,,,,,,,,
,,6,4,5,4,7.00,5,2,6,,,,,,,,,,
,,5,6,6,4,5.00,7,6,2,,,,,,,,,,
,,4,5,2,7,4.00,3,4,3,,,,,,,,,,
,,5,5,6,5,5.00,3,5,3,,,,,,,,,,
,,8,4,8,4,6.00,6,6,7,,,,,,,,,,
,,6,4,6,6,6.00,6,3,6,,,,,,,,,,
,,7,5,7,7,10.00,5,5,4,,,,,,,,,,
,,7,6,6,7,8.00,5,4,7,,,,,,,,,,
,,5,5,5,5,6.00,6,4,7,,,,,,,,,,
,,6,6,6,8,8.00,7,6,7,,,,,,,,,,
,,7,3,6,6,6.00,4,5,5,,,,,,,,,,
,,6,5,6,4,6.00,4,5,5,,,,,,,,,,
,,8,7,10,7,12.00,9,7,6,,,,,,,,,,
,,7,6,8,3,7.00,7,7,5,,,,,,,,,,
,,4,5,7,4,9.00,6,4,8,,,,,,,,,,
,,5,6,7,7,8.00,6,4,6,,,,,,,,,,
,,7,4,7,5,6.00,6,4,4,,,,,,,,,,
,,7,8,6,7,9.00,8,5,5,,,,,,,,,,
,,4,6,5,5,7.00,3,3,5,,,,,,,,,,
,,6,4,8,4,7.00,6,9,10,,,,,,,,,,
,,3,3,5,3,5.00,3,2,3,,,,,,,,,,
,,5,4,6,6,8.00,5,2,8,,,,,,,,,,
,,5,4,6,6,6.00,8,4,7,,,,,,,,,,
,,7,7,6,5,8.00,8,5,6,,,,,,,,,,
,,6,4,8,6,5.00,7,5,4,,,,,,,,,,
,,7,6,6,4,7.00,2,4,5,,,,,,,,,,
,,8,5,6,5,8.00,6,7,6,,,,,,,,,,
,,5,4,5,3,7.00,3,3,2,,,,,,,,,,
,,10,6,8,7,10.00,8,7,8,,,,,,,,,,
,,5,6,8,5,7.00,5,3,8,,,,,,,,,,
,,4,3,5,5,4.00,8,6,4,,,,,,,,,,
,,5,4,5,7,5.00,5,5,7,,,,,,,,,,
,,3,3,6,6,6.00,3,4,5,,,,,,,,,,
,,8,4,6,7,8.00,5,4,5,,,,,,,,,,
,,5,6,7,3,8.00,6,6,6,,,,,,,,,,
,,6,7,6,6,10.00,6,6,6,,,,,,,,,,
,,3,3,3,6,7.00,3,2,5,,,,,,,,,,
,,5,3,7,6,4.00,3,3,6,,,,,,,,,,
,,8,6,7,5,7.00,7,6,6,,,,,,,,,,
,,4,3,4,5,4.00,6,3,3,,,,,,,,,,
,,3,4,5,4,6.00,4,2,6,,,,,,,,,,
,,7,7,10,8,9.00,6,5,5,,,,,,,,,,
,,8,4,5,4,7.00,5,3,6,,,,,,,,,,
,,6,4,7,5,7.00,6,4,8,,,,,,,,,,
,,8,6,6,6,9.00,6,5,8,,,,,,,,,,
,,7,5,7,7,8.00,6,4,4,,,,,,,,,,
,,6,4,8,9,9.00,4,4,4,,,,,,,,,,
,,6,8,8,7,7.00,7,4,8,,,,,,,,,,
,,6,5,6,5,8.00,8,8,6,,,,,,,,,,
,,10,8,12,8,9.00,9,8,12,,,,,,,,,,
,,8,5,9,6,11.00,7,4,7,,,,,,,,,,
,,5,5,4,5,9.00,6,4,7,,,,,,,,,,
,,5,8,7,5,6.00,6,5,4,,,,,,,,,,
,,6,5,6,5,6.00,6,4,5,,,,,,,,,,
,,8,10,10,10,7.00,8,9,6,,,,,,,,,,
,,6,6,5,6,6.00,3,4,9,,,,,,,,,,
,,4,5,8,6,6.00,7,3,6,,,,,,,,,,
,,5,6,6,6,10.00,7,4,7,,,,,,,,,,
,,5,5,6,6,10.00,8,5,6,,,,,,,,,,
,,7,6,6,4,6.00,6,6,5,,,,,,,,,,
,,4,6,4,8,7.00,9,2,7,,,,,,,,,,
,,5,4,7,6,7.00,5,5,3,,,,,,,,,,
,,7,5,7,10,9.00,7,3,4,,,,,,,,,,
,,6,7,5,5,8.00,6,5,6,,,,,,,,,,
,,6,4,8,7,6.00,5,3,6,,,,,,,,,,
,,7,2,2,5,4.00,4,3,4,,,,,,,,,,
,,7,3,8,8,6.00,6,6,7,,,,,,,,,,
,,7,7,8,10,7.00,8,6,6,,,,,,,,,,
,,11,3,10,9,8.00,9,5,9,,,,,,,,,,
,,7,6,7,3,8.00,4,4,4,,,,,,,,,,
,,4,7,6,7,9.00,6,3,6,,,,,,,,,,
,,9,8,8,8,10.00,7,7,5,,,,,,,,,,
,,4,4,3,5,6.00,2,3,4,,,,,,,,,,
,,4,5,5,7,9.00,4,5,5,,,,,,,,,,
,,6,7,9,7,8.00,4,6,5,,,,,,,,,,
,,7,7,6,8,8.00,6,5,7,,,,,,,,,,
,,6,6,4,7,6.00,4,6,6,,,,,,,,,,
,,6,5,4,6,5.00,5,2,3,,,,,,,,,,
,,7,3,7,6,9.00,5,3,7,,,,,,,,,,
,,7,6,6,7,9.00,8,7,5,,,,,,,,,,
,,6,4,5,3,8.00,3,4,4,,,,,,,,,,
,,5,2,2,2,3.00,4,3,3,,,,,,,,,,
,,7,4,3,5,9.00,7,5,7,,,,,,,,,,
,,8,7,6,6,7.00,7,5,8,,,,,,,,,,
,,5,1,4,6,5.00,4,4,6,,,,,,,,,,
,,8,6,6,7,9.00,8,7,6,,,,,,,,,,
,,6,4,7,5,7.00,7,4,5,,,,,,,,,,
,,6,3,6,4,6.00,5,4,4,,,,,,,,,,
,,4,4,2,4,7.00,5,3,1,,,,,,,,,,
,,4,4,5,7,5.00,7,2,6,,,,,,,,,,
,,7,3,5,4,5.00,4,4,6,,,,,,,,,,
,,6,4,8,5,8.00,4,4,7,,,,,,,,,,
,,6,9,5,6,12.00,3,4,7,,,,,,,,,,
,,7,6,6,7,8.00,7,4,5,,,,,,,,,,
,,5,5,4,7,4.00,3,3,4,,,,,,,,,,
,,6,5,8,8,13.00,9,8,5,,,,,,,,,,
,,9,5,7,6,8.00,7,6,7,,,,,,,,,,
,,9,6,5,5,6.00,3,5,5,,,,,,,,,,
,,6,4,6,5,4.00,2,3,4,,,,,,,,,,
,,8,8,7,9,11.00,11,4,8,,,,,,,,,,
,,6,6,9,7,9.00,5,6,7,,,,,,,,,,
,,6,3,4,3,4.00,4,3,2,,,,,,,,,,
,,5,4,4,2,5.00,5,5,4,,,,,,,,,,
,,7,5,10,8,8.00,4,6,7,,,,,,,,,,
,,5,3,5,4,5.00,4,5,4,,,,,,,,,,
,,5,7,4,9,6.00,4,4,7,,,,,,,,,,
,,7,2,5,5,6.00,6,3,7,,,,,,,,,,
,,7,7,6,7,8.00,7,4,4,,,,,,,,,,
,,5,7,5,6,8.00,7,3,6,,,,,,,,,,
,,5,5,5,6,7.00,4,5,5,,,,,,,,,,
,,4,4,4,3,5.00,4,4,2,,,,,,,,,,
,,6,5,5,6,6.00,4,6,2,,,,,,,,,,
,,9,8,9,7,11.00,7,7,4,,,,,,,,,,
,,6,3,5,3,5.00,5,3,5,,,,,,,,,,
,,6,6,5,9,7.00,3,5,7,,,,,,,,,,
,,6,7,6,5,8.00,4,4,5,,,,,,,,,,
,,4,4,5,7,7.00,5,2,7,,,,,,,,,,
,,9,5,7,6,9.00,4,5,8,,,,,,,,,,
,,6,1,3,5,5.00,4,2,5,,,,,,,,,,
,,7,9,9,8,10.00,11,3,5,,,,,,,,,,
,,6,7,5,7,7.00,8,8,6,,,,,,,,,,
,,8,4,7,3,9.00,4,4,5,,,,,,,,,,
,,6,4,7,5,6.00,5,3,5,,,,,,,,,,
,,4,3,3,5,7.00,3,4,6,,,,,,,,,,
,,5,3,4,6,7.00,3,2,3,,,,,,,,,,
,,6,4,4,4,7.00,6,4,4,,,,,,,,,,
,,7,6,4,8,8.00,8,3,7,,,,,,,,,,
,,7,8,6,8,7.00,5,5,6,,,,,,,,,,
,,7,5,8,7,9.00,5,5,5,,,,,,,,,,
,,8,4,5,6,8.00,5,4,6,,,,,,,,,,
,,5,3,7,2,5.00,3,6,3,,,,,,,,,,
,,4,6,4,5,7.00,4,4,4,,,,,,,,,,
,,7,7,6,5,9.00,6,6,3,,,,,,,,,,
,,5,5,5,3,7.00,4,2,4,,,,,,,,,,
,,4,5,9,5,5.00,4,6,2,,,,,,,,,,
,,7,5,7,3,6.00,9,6,8,,,,,,,,,,
,,5,3,3,3,5.00,4,5,5,,,,,,,,,,
,,7,5,4,6,7.00,6,5,9,,,,,,,,,,
,,4,5,5,7,5.00,6,3,5,,,,,,,,,,
,,7,5,4,6,5.00,6,4,7,,,,,,,,,,
,,3,2,4,6,6.00,4,0,4,,,,,,,,,,
,,6,3,5,5,7.00,5,3,4,,,,,,,,,,
,,6,7,7,6,9.00,8,2,8,,,,,,,,,,
,,6,9,7,9,12.00,7,8,6,,,,,,,,,,
,,5,3,4,1,6.00,4,3,5,,,,,,,,,,
,,3,4,3,5,5.00,5,3,3,,,,,,,,,,
,,7,4,6,8,7.00,6,6,5,,,,,,,,,,
,,3,3,5,4,4.00,3,3,5,,,,,,,,,,
,,3,5,6,6,8.00,5,3,4,,,,,,,,,,
,,10,6,8,8,10.00,9,4,11,,,,,,,,,,
,,7,6,5,6,9.00,4,4,4,,,,,,,,,,
,,9,6,5,4,7.00,5,5,5,,,,,,,,,,
,,5,4,8,3,5.00,3,2,6,,,,,,,,,,
,,6,4,8,6,7.00,8,3,8,,,,,,,,,,
,,6,6,8,8,9.00,8,5,4,,,,,,,,,,
,,7,3,5,4,5.00,5,3,4,,,,,,,,,,
,,4,2,5,5,6.00,4,4,4,,,,,,,,,,
,,9,8,8,10,10.00,7,8,10,,,,,,,,,,
,,5,6,5,7,7.00,7,5,4,,,,,,,,,,
,,10,5,8,7,11.00,7,7,9,,,,,,,,,,
,,6,6,10,8,10.00,5,4,5,,,,,,,,,,
,,3,6,6,7,5.00,3,4,4,,,,,,,,,,
,,7,8,5,4,8.00,6,5,3,,,,,,,,,,
,,6,5,5,6,4.00,4,2,4,,,,,,,,,,
,,10,6,7,4,10.00,7,4,8,,,,,,,,,,
,,8,3,5,6,8.00,10,5,8,,,,,,,,,,
,,10,6,8,7,8.00,8,7,8,,,,,,,,,,
,,6,5,7,6,6.00,4,3,4,,,,,,,,,,
,,6,4,6,8,8.00,6,4,4,,,,,,,,,,
,,8,3,6,5,8.00,4,3,6,,,,,,,,,,
,,6,3,4,2,5.00,5,4,6,,,,,,,,,,
,,7,5,9,8,7.00,7,5,7,,,,,,,,,,
,,4,6,6,5,8.00,5,4,6,,,,,,,,,,
,,8,6,8,7,8.00,5,4,7,,,,,,,,,,
